Purchase_Order_Number,CapChem_Vendor_ID,CapChem_Vendor_Name,CapChem_Raw_Material_ID,CapChem_Raw_Material_Name,CapChem_Raw_Material_Category,Quantity,Unit_Price_Of_RM,Total_Amount,Purchase_Order_Date
PO202208346,V018,Zarqa Specialty Chemicals,RM0015,Phosphate Rock,Phosphurus,10.34,215773,2231093,28/04/22
PO202207620,V015,Wuhan Enterprises,RM0014,Phosphoric Acid,Phosphurus,11.27,181195,2042068,28/04/22
PO202206545,V013,Beijing Corp,RM0012,Molybdenum,Micronutrient,0.6,27538,16523,28/04/22
PO202203800,V009,Hyderabad Chemicals,RM0006,Potassium Nitrate,Potassium,8.01,1465677,11740073,28/04/22
PO202203822,V009,Hyderabad Chemicals,RM0006,Potassium Nitrate,Potassium,3.27,1465677,4792764,01/05/22
PO202205692,V012,Bayer Corp,RM0010,Manganese,Micronutrient,0.99,99704,98707,01/05/22
PO202208373,V018,Zarqa Specialty Chemicals,RM0015,Phosphate Rock,Phosphurus,15.04,215773,3245226,01/05/22
PO202206552,V013,Beijing Corp,RM0012,Molybdenum,Micronutrient,1.9,27538,52323,01/05/22
PO202206090,V010,ChemTech Corp,RM0011,Boron,Micronutrient,1.02,70960,72380,01/05/22
PO202202317,V008,Deepak Enterprises,RM0004,Ammonium Nitrate,Nitrogen,12.54,1109451,13912516,01/05/22
PO202202322,V001,Jubair Corp,RM0004,Ammonium Nitrate,Nitrogen,32.61,1442286,47032947,01/05/22
PO202206551,V013,Beijing Corp,RM0012,Molybdenum,Micronutrient,1.94,27538,53424,02/05/22
PO202200030,V002,Mecca Enterprises,RM0001,Ammonia,Nitrogen,18.1,1400800,25354480,02/05/22
PO202200023,V008,Deepak Enterprises,RM0001,Ammonia,Nitrogen,3.78,1120640,4236020,02/05/22
PO202207635,V016,Summit Enterprises,RM0014,Phosphoric Acid,Phosphurus,1.69,286097,483504,02/05/22
PO202207072,V014,Greenfield Chemicals Ltd.,RM0013,Copper,Micronutrient,0.6,208217,124931,02/05/22
PO202203826,V005,Volga Chemicals,RM0006,Potassium Nitrate,Potassium,2.37,1814648,4300716,02/05/22
PO202203821,V009,Hyderabad Chemicals,RM0006,Potassium Nitrate,Potassium,8.81,1465677,12912615,02/05/22
PO202208384,V018,Zarqa Specialty Chemicals,RM0015,Phosphate Rock,Phosphurus,0.51,215773,110045,02/05/22
PO202206087,V010,ChemTech Corp,RM0011,Boron,Micronutrient,1.07,70960,75928,02/05/22
PO202200827,V001,Jubair Corp,RM0002,Urea,Nitrogen,1.26,1373583,1730715,02/05/22
PO202201584,V009,Hyderabad Chemicals,RM0003,Potassium Chloride,Potassium,5.35,989043,5291381,02/05/22
PO202206558,V013,Beijing Corp,RM0012,Molybdenum,Micronutrient,1.56,27538,42960,02/05/22
PO202200811,V005,Volga Chemicals,RM0002,Urea,Nitrogen,2.8,1373583,3846033,03/05/22
PO202206555,V013,Beijing Corp,RM0012,Molybdenum,Micronutrient,1.88,27538,51772,03/05/22
PO202206091,V010,ChemTech Corp,RM0011,Boron,Micronutrient,1.24,70960,87991,03/05/22
PO202200824,V005,Volga Chemicals,RM0002,Urea,Nitrogen,7.59,1373583,10425495,03/05/22
PO202204801,V013,Beijing Corp,RM0008,Iron,Micronutrient,1.17,6664,7797,03/05/22
PO202200817,V008,Deepak Enterprises,RM0002,Urea,Nitrogen,10.41,1056602,10999227,03/05/22
PO202207651,V016,Summit Enterprises,RM0014,Phosphoric Acid,Phosphurus,2.71,286097,775323,03/05/22
PO202207643,V016,Summit Enterprises,RM0014,Phosphoric Acid,Phosphurus,4.05,286097,1158693,04/05/22
PO202208375,V017,Casablanca Industries,RM0015,Phosphate Rock,Phosphurus,13.61,191798,2610371,04/05/22
PO202200043,V002,Mecca Enterprises,RM0001,Ammonia,Nitrogen,5.56,1400800,7788448,04/05/22
PO202200041,V003,Prakash Chemicals,RM0001,Ammonia,Nitrogen,4.33,1120640,4852372,04/05/22
PO202201582,V009,Hyderabad Chemicals,RM0003,Potassium Chloride,Potassium,2.07,989043,2047320,04/05/22
PO202204786,V013,Beijing Corp,RM0008,Iron,Micronutrient,2.31,6664,15394,04/05/22
PO202208377,V018,Zarqa Specialty Chemicals,RM0015,Phosphate Rock,Phosphurus,13.67,215773,2949617,04/05/22
PO202204529,V010,ChemTech Corp,RM0007,Chlorine,Micronutrient,0.72,210508,151566,04/05/22
PO202204804,V013,Beijing Corp,RM0008,Iron,Micronutrient,0.41,6664,2733,04/05/22
PO202202329,V002,Mecca Enterprises,RM0004,Ammonium Nitrate,Nitrogen,7.89,1386813,10941955,04/05/22
PO202202321,V004,Ural Enterprises,RM0004,Ammonium Nitrate,Nitrogen,7.52,1497758,11263141,04/05/22
PO202206557,V013,Beijing Corp,RM0012,Molybdenum,Micronutrient,1.61,27538,44337,04/05/22
PO202201581,V005,Volga Chemicals,RM0003,Potassium Chloride,Potassium,6.35,1224529,7775760,04/05/22
PO202203118,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,5.23,2388775,12493294,05/05/22
PO202205698,V012,Bayer Corp,RM0010,Manganese,Micronutrient,0.98,99704,97710,05/05/22
PO202201593,V005,Volga Chemicals,RM0003,Potassium Chloride,Potassium,0.94,1224529,1151058,05/05/22
PO202203831,V009,Hyderabad Chemicals,RM0006,Potassium Nitrate,Potassium,2.33,1465677,3415028,05/05/22
PO202206082,V010,ChemTech Corp,RM0011,Boron,Micronutrient,1.12,70960,79476,05/05/22
PO202207645,V015,Wuhan Enterprises,RM0014,Phosphoric Acid,Phosphurus,2.22,181195,402253,05/05/22
PO202204789,V011,Berlin Enterprises,RM0008,Iron,Micronutrient,1.57,9995,15693,05/05/22
PO202204788,V013,Beijing Corp,RM0008,Iron,Micronutrient,1.18,6664,7864,05/05/22
PO202201575,V009,Hyderabad Chemicals,RM0003,Potassium Chloride,Potassium,9.98,989043,9870650,05/05/22
PO202204787,V011,Berlin Enterprises,RM0008,Iron,Micronutrient,4.58,9995,45778,05/05/22
PO202206547,V013,Beijing Corp,RM0012,Molybdenum,Micronutrient,2.01,27538,55352,05/05/22
PO202208374,V018,Zarqa Specialty Chemicals,RM0015,Phosphate Rock,Phosphurus,1.82,215773,392707,05/05/22
PO202202324,V004,Ural Enterprises,RM0004,Ammonium Nitrate,Nitrogen,7.83,1497758,11727446,05/05/22
PO202203124,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,3.83,2388775,9149009,06/05/22
PO202206086,V010,ChemTech Corp,RM0011,Boron,Micronutrient,1.26,70960,89410,06/05/22
PO202200040,V008,Deepak Enterprises,RM0001,Ammonia,Nitrogen,3.71,1120640,4157575,06/05/22
PO202207653,V016,Summit Enterprises,RM0014,Phosphoric Acid,Phosphurus,0.99,286097,283237,06/05/22
PO202207060,V014,Greenfield Chemicals Ltd.,RM0013,Copper,Micronutrient,2.02,208217,420599,06/05/22
PO202203114,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,6.34,2388775,15144834,06/05/22
PO202203115,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,6.02,2388775,14380426,06/05/22
PO202200026,V001,Jubair Corp,RM0001,Ammonia,Nitrogen,21.48,1456832,31292752,06/05/22
PO202207058,V014,Greenfield Chemicals Ltd.,RM0013,Copper,Micronutrient,2.59,208217,539283,06/05/22
PO202204792,V011,Berlin Enterprises,RM0008,Iron,Micronutrient,1.8,9995,17991,06/05/22
PO202200809,V008,Deepak Enterprises,RM0002,Urea,Nitrogen,4.8,1056602,5071690,06/05/22
PO202204530,V010,ChemTech Corp,RM0007,Chlorine,Micronutrient,0.55,210508,115780,07/05/22
PO202207652,V016,Summit Enterprises,RM0014,Phosphoric Acid,Phosphurus,3.06,286097,875457,07/05/22
PO202200038,V006,Navin Corp,RM0001,Ammonia,Nitrogen,17.75,1232704,21880496,07/05/22
PO202203827,V009,Hyderabad Chemicals,RM0006,Potassium Nitrate,Potassium,7.09,1465677,10391650,07/05/22
PO202208371,V017,Casablanca Industries,RM0015,Phosphate Rock,Phosphurus,2.99,191798,573477,07/05/22
PO202202325,V001,Jubair Corp,RM0004,Ammonium Nitrate,Nitrogen,29.19,1442286,42100329,07/05/22
PO202204793,V013,Beijing Corp,RM0008,Iron,Micronutrient,3.45,6664,22991,07/05/22
PO202205415,V011,Berlin Enterprises,RM0009,Zinc,Micronutrient,0.62,10994,6817,07/05/22
PO202201589,V004,Ural Enterprises,RM0003,Potassium Chloride,Potassium,8.15,1271627,10363761,08/05/22
PO202200810,V008,Deepak Enterprises,RM0002,Urea,Nitrogen,1.41,1056602,1489809,08/05/22
PO202203110,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,3.65,2388775,8719029,08/05/22
PO202204795,V013,Beijing Corp,RM0008,Iron,Micronutrient,4.78,6664,31854,08/05/22
PO202206089,V010,ChemTech Corp,RM0011,Boron,Micronutrient,1.26,70960,89410,08/05/22
PO202203834,V009,Hyderabad Chemicals,RM0006,Potassium Nitrate,Potassium,0.41,1465677,600928,08/05/22
PO202201591,V005,Volga Chemicals,RM0003,Potassium Chloride,Potassium,5.32,1224529,6514495,08/05/22
PO202208372,V018,Zarqa Specialty Chemicals,RM0015,Phosphate Rock,Phosphurus,12.29,215773,2651851,08/05/22
PO202203820,V005,Volga Chemicals,RM0006,Potassium Nitrate,Potassium,8.91,1814648,16168514,08/05/22
PO202204794,V011,Berlin Enterprises,RM0008,Iron,Micronutrient,2.03,9995,20290,08/05/22
PO202200028,V009,Hyderabad Chemicals,RM0001,Ammonia,Nitrogen,27.09,1176672,31876045,08/05/22
PO202203122,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,1.22,2388775,2914306,08/05/22
PO202207636,V016,Summit Enterprises,RM0014,Phosphoric Acid,Phosphurus,3.39,286097,969869,08/05/22
PO202205696,V012,Bayer Corp,RM0010,Manganese,Micronutrient,0.93,99704,92725,09/05/22
PO202200027,V002,Mecca Enterprises,RM0001,Ammonia,Nitrogen,24.67,1400800,34557736,09/05/22
PO202200819,V006,Navin Corp,RM0002,Urea,Nitrogen,18.97,1162262,22048111,09/05/22
PO202202320,V002,Mecca Enterprises,RM0004,Ammonium Nitrate,Nitrogen,45.28,1386813,62794893,09/05/22
PO202208382,V017,Casablanca Industries,RM0015,Phosphate Rock,Phosphurus,3.85,191798,738423,09/05/22
PO202203829,V009,Hyderabad Chemicals,RM0006,Potassium Nitrate,Potassium,2.41,1465677,3532282,09/05/22
PO202202307,V008,Deepak Enterprises,RM0004,Ammonium Nitrate,Nitrogen,3.83,1109451,4249198,09/05/22
PO202208370,V017,Casablanca Industries,RM0015,Phosphate Rock,Phosphurus,11.43,191798,2192252,09/05/22
PO202200022,V008,Deepak Enterprises,RM0001,Ammonia,Nitrogen,13.84,1120640,15509658,10/05/22
PO202202318,V004,Ural Enterprises,RM0004,Ammonium Nitrate,Nitrogen,20.51,1497758,30719017,10/05/22
PO202207069,V014,Greenfield Chemicals Ltd.,RM0013,Copper,Micronutrient,2.11,208217,439338,10/05/22
PO202203824,V009,Hyderabad Chemicals,RM0006,Potassium Nitrate,Potassium,6.93,1465677,10157142,10/05/22
PO202205699,V012,Bayer Corp,RM0010,Manganese,Micronutrient,0.97,99704,96713,10/05/22
PO202207640,V016,Summit Enterprises,RM0014,Phosphoric Acid,Phosphurus,4.56,286097,1304603,10/05/22
PO202206548,V013,Beijing Corp,RM0012,Molybdenum,Micronutrient,2.12,27538,58381,10/05/22
PO202208378,V017,Casablanca Industries,RM0015,Phosphate Rock,Phosphurus,4.01,191798,769110,10/05/22
PO202200816,V006,Navin Corp,RM0002,Urea,Nitrogen,2.92,1162262,3393806,10/05/22
PO202200806,V006,Navin Corp,RM0002,Urea,Nitrogen,19.62,1162262,22803581,11/05/22
PO202200813,V006,Navin Corp,RM0002,Urea,Nitrogen,20.8,1162262,24175050,11/05/22
PO202208381,V018,Zarqa Specialty Chemicals,RM0015,Phosphate Rock,Phosphurus,2.71,215773,584745,11/05/22
PO202200035,V001,Jubair Corp,RM0001,Ammonia,Nitrogen,18.41,1456832,26820278,11/05/22
PO202207637,V015,Wuhan Enterprises,RM0014,Phosphoric Acid,Phosphurus,2.38,181195,431245,11/05/22
PO202207648,V015,Wuhan Enterprises,RM0014,Phosphoric Acid,Phosphurus,8.1,181195,1467680,11/05/22
PO202202328,V001,Jubair Corp,RM0004,Ammonium Nitrate,Nitrogen,1.92,1442286,2769190,12/05/22
PO202200825,V001,Jubair Corp,RM0002,Urea,Nitrogen,3.99,1373583,5480597,12/05/22
PO202205419,V013,Beijing Corp,RM0009,Zinc,Micronutrient,0.88,7329,6450,12/05/22
PO202201578,V004,Ural Enterprises,RM0003,Potassium Chloride,Potassium,5.72,1271627,7273707,12/05/22
PO202204802,V011,Berlin Enterprises,RM0008,Iron,Micronutrient,1.91,9995,19091,12/05/22
PO202205695,V012,Bayer Corp,RM0010,Manganese,Micronutrient,0.94,99704,93722,12/05/22
PO202200805,V005,Volga Chemicals,RM0002,Urea,Nitrogen,12.63,1373583,17348354,13/05/22
PO202204535,V010,ChemTech Corp,RM0007,Chlorine,Micronutrient,0.6,210508,126305,13/05/22
PO202203817,V005,Volga Chemicals,RM0006,Potassium Nitrate,Potassium,10.81,1814648,19616345,13/05/22
PO202206550,V013,Beijing Corp,RM0012,Molybdenum,Micronutrient,1.35,27538,37177,13/05/22
PO202204534,V010,ChemTech Corp,RM0007,Chlorine,Micronutrient,0.56,210508,117885,13/05/22
PO202200807,V006,Navin Corp,RM0002,Urea,Nitrogen,6.89,1162262,8007986,13/05/22
PO202207642,V015,Wuhan Enterprises,RM0014,Phosphoric Acid,Phosphurus,6.89,181195,1248434,13/05/22
PO202204797,V013,Beijing Corp,RM0008,Iron,Micronutrient,1.41,6664,9397,13/05/22
PO202203125,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,1.51,2388775,3607051,13/05/22
PO202207646,V015,Wuhan Enterprises,RM0014,Phosphoric Acid,Phosphurus,4.05,181195,733840,13/05/22
PO202203123,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,5.49,2388775,13114375,13/05/22
PO202200812,V005,Volga Chemicals,RM0002,Urea,Nitrogen,6.62,1373583,9093120,13/05/22
PO202202319,V004,Ural Enterprises,RM0004,Ammonium Nitrate,Nitrogen,22.74,1497758,34059017,13/05/22
PO202201574,V009,Hyderabad Chemicals,RM0003,Potassium Chloride,Potassium,2.69,989043,2660526,13/05/22
PO202203825,V009,Hyderabad Chemicals,RM0006,Potassium Nitrate,Potassium,8.57,1465677,12560852,13/05/22
PO202202326,V001,Jubair Corp,RM0004,Ammonium Nitrate,Nitrogen,9.08,1442286,13095957,13/05/22
PO202203828,V005,Volga Chemicals,RM0006,Potassium Nitrate,Potassium,9.12,1814648,16549590,14/05/22
PO202208365,V018,Zarqa Specialty Chemicals,RM0015,Phosphate Rock,Phosphurus,2.8,215773,604165,14/05/22
PO202204800,V013,Beijing Corp,RM0008,Iron,Micronutrient,2.24,6664,14928,14/05/22
PO202206085,V010,ChemTech Corp,RM0011,Boron,Micronutrient,1.25,70960,88700,14/05/22
PO202203117,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,1.54,2388775,3678714,14/05/22
PO202200031,V003,Prakash Chemicals,RM0001,Ammonia,Nitrogen,12.54,1120640,14052826,14/05/22
PO202200826,V008,Deepak Enterprises,RM0002,Urea,Nitrogen,1.01,1056602,1067169,14/05/22
PO202200818,V006,Navin Corp,RM0002,Urea,Nitrogen,3.52,1162262,4091163,14/05/22
PO202207063,V014,Greenfield Chemicals Ltd.,RM0013,Copper,Micronutrient,2.43,208217,505968,14/05/22
PO202203815,V005,Volga Chemicals,RM0006,Potassium Nitrate,Potassium,10.88,1814648,19743371,15/05/22
PO202203109,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,9.13,2388775,21809516,15/05/22
PO202202312,V004,Ural Enterprises,RM0004,Ammonium Nitrate,Nitrogen,13.11,1497758,19635608,15/05/22
PO202208369,V017,Casablanca Industries,RM0015,Phosphate Rock,Phosphurus,13.51,191798,2591191,15/05/22
PO202201577,V005,Volga Chemicals,RM0003,Potassium Chloride,Potassium,1.2,1224529,1469435,15/05/22
PO202203830,V005,Volga Chemicals,RM0006,Potassium Nitrate,Potassium,7.6,1814648,13791325,15/05/22
PO202207644,V016,Summit Enterprises,RM0014,Phosphoric Acid,Phosphurus,1.65,286097,472061,15/05/22
PO202202310,V002,Mecca Enterprises,RM0004,Ammonium Nitrate,Nitrogen,13.6,1386813,18860657,15/05/22
PO202202304,V001,Jubair Corp,RM0004,Ammonium Nitrate,Nitrogen,18.68,1442286,26941903,16/05/22
PO202207070,V014,Greenfield Chemicals Ltd.,RM0013,Copper,Micronutrient,1.35,208217,281093,16/05/22
PO202208363,V017,Casablanca Industries,RM0015,Phosphate Rock,Phosphurus,11.14,191798,2136630,16/05/22
PO202207634,V015,Wuhan Enterprises,RM0014,Phosphoric Acid,Phosphurus,3.77,181195,683106,16/05/22
PO202203121,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,8.36,2388775,19970159,16/05/22
PO202201576,V009,Hyderabad Chemicals,RM0003,Potassium Chloride,Potassium,3.2,989043,3164938,16/05/22
PO202206546,V013,Beijing Corp,RM0012,Molybdenum,Micronutrient,1.45,27538,39931,16/05/22
PO202203833,V005,Volga Chemicals,RM0006,Potassium Nitrate,Potassium,1.22,1814648,2213871,16/05/22
PO202203819,V005,Volga Chemicals,RM0006,Potassium Nitrate,Potassium,3.05,1814648,5534677,16/05/22
PO202205700,V012,Bayer Corp,RM0010,Manganese,Micronutrient,0.72,99704,71787,17/05/22
PO202204533,V010,ChemTech Corp,RM0007,Chlorine,Micronutrient,0.67,210508,141041,17/05/22
PO202204803,V011,Berlin Enterprises,RM0008,Iron,Micronutrient,3,9995,29985,17/05/22
PO202206554,V013,Beijing Corp,RM0012,Molybdenum,Micronutrient,1.86,27538,51221,17/05/22
PO202202316,V008,Deepak Enterprises,RM0004,Ammonium Nitrate,Nitrogen,26.37,1109451,29256223,17/05/22
PO202203127,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,0.76,2388775,1815469,17/05/22
PO202207067,V014,Greenfield Chemicals Ltd.,RM0013,Copper,Micronutrient,1.41,208217,293586,17/05/22
PO202207062,V014,Greenfield Chemicals Ltd.,RM0013,Copper,Micronutrient,1.93,208217,401859,17/05/22
PO202205416,V011,Berlin Enterprises,RM0009,Zinc,Micronutrient,0.69,10994,7586,17/05/22
PO202205418,V013,Beijing Corp,RM0009,Zinc,Micronutrient,0.78,7329,5717,18/05/22
PO202207059,V014,Greenfield Chemicals Ltd.,RM0013,Copper,Micronutrient,2.74,208217,570515,18/05/22
PO202204531,V010,ChemTech Corp,RM0007,Chlorine,Micronutrient,0.47,210508,98939,18/05/22
PO202207647,V015,Wuhan Enterprises,RM0014,Phosphoric Acid,Phosphurus,4.21,181195,762831,18/05/22
PO202208364,V018,Zarqa Specialty Chemicals,RM0015,Phosphate Rock,Phosphurus,10.86,215773,2343295,18/05/22
PO202202308,V002,Mecca Enterprises,RM0004,Ammonium Nitrate,Nitrogen,2.08,1386813,2884572,18/05/22
PO202207641,V015,Wuhan Enterprises,RM0014,Phosphoric Acid,Phosphurus,4.64,181195,840745,18/05/22
PO202208380,V017,Casablanca Industries,RM0015,Phosphate Rock,Phosphurus,8.2,191798,1572744,19/05/22
PO202207068,V014,Greenfield Chemicals Ltd.,RM0013,Copper,Micronutrient,2.77,208217,576762,19/05/22
PO202207065,V014,Greenfield Chemicals Ltd.,RM0013,Copper,Micronutrient,1.42,208217,295669,19/05/22
PO202204790,V013,Beijing Corp,RM0008,Iron,Micronutrient,2.46,6664,16394,19/05/22
PO202201590,V004,Ural Enterprises,RM0003,Potassium Chloride,Potassium,3.18,1271627,4043774,19/05/22
PO202200808,V005,Volga Chemicals,RM0002,Urea,Nitrogen,4.43,1373583,6084973,19/05/22
PO202203823,V009,Hyderabad Chemicals,RM0006,Potassium Nitrate,Potassium,5.26,1465677,7709462,19/05/22
PO202200815,V001,Jubair Corp,RM0002,Urea,Nitrogen,10.81,1373583,14848433,19/05/22
PO202200025,V001,Jubair Corp,RM0001,Ammonia,Nitrogen,6.82,1456832,9935595,20/05/22
PO202200822,V001,Jubair Corp,RM0002,Urea,Nitrogen,15,1373583,20603745,20/05/22
PO202207649,V015,Wuhan Enterprises,RM0014,Phosphoric Acid,Phosphurus,8.4,181195,1522038,20/05/22
PO202206084,V010,ChemTech Corp,RM0011,Boron,Micronutrient,1.05,70960,74508,20/05/22
PO202200823,V001,Jubair Corp,RM0002,Urea,Nitrogen,4.35,1373583,5975087,20/05/22
PO202205417,V013,Beijing Corp,RM0009,Zinc,Micronutrient,0.98,7329,7183,20/05/22
PO202203107,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,6.26,2388775,14953732,20/05/22
PO202202311,V001,Jubair Corp,RM0004,Ammonium Nitrate,Nitrogen,28.41,1442286,40975346,20/05/22
PO202201580,V004,Ural Enterprises,RM0003,Potassium Chloride,Potassium,3.94,1271627,5010211,20/05/22
PO202207071,V014,Greenfield Chemicals Ltd.,RM0013,Copper,Micronutrient,1.63,208217,339394,20/05/22
PO202202305,V002,Mecca Enterprises,RM0004,Ammonium Nitrate,Nitrogen,22.07,1386813,30606963,21/05/22
PO202202306,V001,Jubair Corp,RM0004,Ammonium Nitrate,Nitrogen,12.04,1442286,17365124,21/05/22
PO202207064,V014,Greenfield Chemicals Ltd.,RM0013,Copper,Micronutrient,1.24,208217,258190,21/05/22
PO202200820,V008,Deepak Enterprises,RM0002,Urea,Nitrogen,7.92,1056602,8368288,21/05/22
PO202203120,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,2.34,2388775,5589734,21/05/22
PO202206081,V010,ChemTech Corp,RM0011,Boron,Micronutrient,1.16,70960,82314,21/05/22
PO202207650,V016,Summit Enterprises,RM0014,Phosphoric Acid,Phosphurus,7.21,286097,2062760,21/05/22
PO202201587,V005,Volga Chemicals,RM0003,Potassium Chloride,Potassium,7.69,1224529,9416629,21/05/22
PO202202327,V008,Deepak Enterprises,RM0004,Ammonium Nitrate,Nitrogen,1.66,1109451,1841689,21/05/22
PO202205420,V011,Berlin Enterprises,RM0009,Zinc,Micronutrient,0.35,10994,3848,21/05/22
PO202206088,V010,ChemTech Corp,RM0011,Boron,Micronutrient,1.37,70960,97216,21/05/22
PO202203111,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,2.08,2388775,4968652,21/05/22
PO202202323,V008,Deepak Enterprises,RM0004,Ammonium Nitrate,Nitrogen,5.23,1109451,5802429,21/05/22
PO202200044,V002,Mecca Enterprises,RM0001,Ammonia,Nitrogen,0.95,1400800,1330760,22/05/22
PO202201586,V005,Volga Chemicals,RM0003,Potassium Chloride,Potassium,10.9,1224529,13347367,22/05/22
PO202200042,V001,Jubair Corp,RM0001,Ammonia,Nitrogen,5.75,1456832,8376784,22/05/22
PO202203108,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,5.03,2388775,12015539,22/05/22
PO202204798,V013,Beijing Corp,RM0008,Iron,Micronutrient,4.3,6664,28656,22/05/22
PO202201588,V005,Volga Chemicals,RM0003,Potassium Chloride,Potassium,8.22,1224529,10065629,22/05/22
PO202205693,V012,Bayer Corp,RM0010,Manganese,Micronutrient,0.99,99704,98707,22/05/22
PO202200814,V005,Volga Chemicals,RM0002,Urea,Nitrogen,14.26,1373583,19587294,22/05/22
PO202208376,V017,Casablanca Industries,RM0015,Phosphate Rock,Phosphurus,5.15,191798,987760,23/05/22
PO202203832,V009,Hyderabad Chemicals,RM0006,Potassium Nitrate,Potassium,1.83,1465677,2682189,23/05/22
PO202203119,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,5.51,2388775,13162151,23/05/22
PO202206083,V010,ChemTech Corp,RM0011,Boron,Micronutrient,1.25,70960,88700,23/05/22
PO202204532,V010,ChemTech Corp,RM0007,Chlorine,Micronutrient,0.97,210508,204193,23/05/22
PO202201579,V004,Ural Enterprises,RM0003,Potassium Chloride,Potassium,9.6,1271627,12207620,23/05/22
PO202202309,V004,Ural Enterprises,RM0004,Ammonium Nitrate,Nitrogen,23.62,1497758,35377044,24/05/22
PO202203816,V005,Volga Chemicals,RM0006,Potassium Nitrate,Potassium,2.45,1814648,4445888,24/05/22
PO202200032,V002,Mecca Enterprises,RM0001,Ammonia,Nitrogen,6.84,1400800,9581472,24/05/22
PO202203112,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,7.47,2388775,17844150,24/05/22
